cell_id,lon,lat,DD35,HDW,tmax_mean,tmin_mean,tmean_mean,tmax_p95,tmin_p05,radn_mean,rain_sum,rain_p95,rh_mean,wind_mean,wind_p95,Yield_pred_t_ha,Fail
EGF_000013,26.25322265625,22.044873046875,257.352437730702,39.2885269792019,33.2432040166756,17.762349551613,25.5027767841443,40.4127837088239,7.93928410944591,27.0980817350273,1.8681189525309,0.00290480448508551,33.6720390119014,3.22163034184939,4.73835588509322,0.661315304909951,TRUE
EGF_000014,26.35322265625,22.044873046875,266.322837062403,40.0052479153042,33.3617924402278,17.763054590155,25.5624235151914,40.4816733776005,7.95889937187212,27.1211468676954,1.72947784985878,0.00193142375497615,33.4822208438028,3.25240867159491,4.74604070510353,0.629930596673131,TRUE
EGF_000015,26.45322265625,22.044873046875,266.366412377272,40.0061969490746,33.3626279956544,17.763146709955,25.5628873528047,40.481946476565,7.95834399646868,27.1220280467144,1.72604291301516,0.0019170105615524,33.4726050506649,3.25270003595414,4.74617329199554,0.629930596673131,TRUE
EGF_000016,26.55322265625,22.044873046875,266.412404493138,40.0070246144133,33.3634839443909,17.7632018287338,25.5633428865623,40.4822340108353,7.95778474491988,27.1228825939136,1.7225537116836,0.00190275533400016,33.4633494809397,3.25300601709137,4.7463223309281,0.629930596673131,TRUE
EGF_000017,26.65322265625,22.044873046875,266.460810649407,40.0077263183318,33.3643597992456,17.7632191214069,25.5637894603262,40.4825359924299,7.95722203568962,27.1237091548298,1.71901380256796,0.00188867278160437,33.4544697570716,3.2533265845926,4.74648798209918,0.629930596673131,TRUE
EGF_000018,26.75322265625,22.044873046875,266.511621760012,40.0082979566988,33.3652550129098,17.7631978689989,25.5642264409544,40.4828524058721,7.95665631576053,27.1245064303953,1.71542704194527,0.00187477724590677,33.4459806734704,3.25366166161234,4.74667035483238,0.6174854668058,TRUE
EGF_000019,26.85322265625,22.044873046875,266.564822344275,40.0087359703741,33.3661689785962,17.7631374654107,25.5646532220035,40.4831832083555,7.95608806140706,27.125273182395,1.7117975785303,0.00186108265636743,33.4378961287006,3.25401112354917,4.74686950535503,0.6174854668058,TRUE
EGF_000020,26.95322265625,22.044873046875,266.620390503847,40.0090373994766,33.3671010311327,17.7630374235671,25.5650692273499,40.4835283300964,7.95551777881938,27.1260082386199,1.70812984341034,0.00184760248901607,33.4302290628734,3.25437479704041,4.74708543490975,0.6174854668058,TRUE
EGF_000021,27.05322265625,22.044873046875,266.678297945714,40.0091999348441,33.3680504485099,17.7628973808609,25.5654739146854,40.4838876748565,7.95494600454146,27.1267104976824,1.70442853701143,0.00183434972830247,33.4229914007262,3.25475245929817,4.74731808823151,0.6174854668058,TRUE
EGF_000022,27.15322265625,22.044873046875,266.738510050381,40.0092219657003,33.3690164538691,17.7627171038138,25.5658667788414,40.4842611206107,7.95437330568529,27.1273789334665,1.70069861310523,0.00182133683230398,33.4161940007887,3.25514383780526,4.747567352418,0.6174854668058,TRUE
EGF_000023,27.25322265625,22.044873046875,268.716864992334,40.208822011727,33.4028152348302,17.7916619479403,25.5972385913852,40.5088446265623,8.0049869051469,27.1549804180159,1.89792685674246,0.00181117561188488,33.6763897983759,3.265993297529,4.74692559589633,0.658005818789546,TRUE
EGF_000024,27.35322265625,22.044873046875,268.759197559801,40.2033495103836,33.4034065257227,17.7909644613739,25.5971854935483,40.5089862256512,8.0041764871286,27.1551233489126,1.89412151836912,0.00180384142182944,33.6735787901583,3.26638644623646,4.74728024052842,0.647445047710606,TRUE
EGF_000025,27.45322265625,22.044873046875,274.125674060131,41.4770598740924,33.4788991961598,17.8597038159406,25.6693015060502,40.5766100051491,7.98558121974727,27.2088900759279,1.74029147038654,0.000901809292430833,32.7381208256885,3.2751125902907,4.7540164720912,0.612378114270539,TRUE
EGF_000026,27.55322265625,22.044873046875,274.206069699895,41.4762234141057,33.4799347719942,17.8592105791663,25.6695726755802,40.5772439143296,7.98496931454798,27.2090571095163,1.73797163684744,0.000895874962751634,32.7371756732564,3.27569828697337,4.75454918077002,0.612378114270539,TRUE
EGF_000027,27.65322265625,22.044873046875,300.739810928926,45.6349595179266,33.7337231383348,18.1479987020829,25.9408609202089,40.7642018721697,8.21526145203899,27.1926796626922,1.55622940233871,0,31.4841067630652,3.3067311892865,4.82102319478377,0.735645625026049,TRUE
EGF_000028,27.75322265625,22.044873046875,301.452611941921,45.7408020050319,33.7406296155818,18.1532383635565,25.9469339895692,40.7698450545704,8.22091886189747,27.1912177746894,1.55389150830566,0,31.4789819127302,3.30771816745735,4.82261698749697,0.686236216253926,TRUE
EGF_000029,27.85322265625,22.044873046875,302.197866761061,45.8517601791943,33.7478405005558,18.1587563456916,25.9532984231237,40.7757445029189,8.2268724356997,27.1896809887216,1.55154090651939,0,31.4735703298998,3.30873986965967,4.82428003725111,0.686236216253926,TRUE
EGF_000030,27.95322265625,22.044873046875,302.976705950316,45.9680489642622,33.7553660518151,18.1645662462859,25.9599661490505,40.7819091534373,8.2331351188402,27.188066985521,1.54918109133247,0,31.4678430439367,3.30979630716534,4.82601380237723,0.715999066335113,TRUE
EGF_000031,28.05322265625,22.044873046875,303.790297034205,46.0898909198755,33.7632168646543,18.1706821657957,25.966949515225,40.7883482130822,8.23972030856973,27.1863733918329,1.54681538720526,0,31.461769588943,3.31088746873993,4.82781976417722,0.715999066335113,TRUE
EGF_000032,28.15322265625,22.044873046875,304.639844874792,46.2175161921519,33.7714038753728,18.1771187004536,25.9742612879132,40.7950711588613,8.24664185099844,27.184597778944,1.54444690554271,0,31.4553180270863,3.3120133237693,4.8296994304048,0.712870294443617,TRUE
EGF_000033,28.25322265625,22.044873046875,305.526591771588,46.3511624077447,33.7799383629621,18.1838909318511,25.9819146474066,40.8020877349098,8.25391403492491,27.1827376615419,1.54207850239618,0,31.4484549805688,3.31317382545027,4.83165433857997,0.693913371606971,TRUE
EGF_000034,28.35322265625,22.044873046875,306.451817234814,46.4910745040807,33.7888319477444,18.1910144126037,25.9899231801741,40.8094079469905,8.26155158206868,27.1807904970151,1.5397127376163,0,31.441145672853,3.31436891398177,4.83368605901487,0.698178988308236,TRUE
EGF_000035,28.45322265625,22.044873046875,307.416837378314,46.6375044879852,33.7980965864521,18.1985051476797,25.9983008670659,40.8170420540523,8.26956963324343,27.1787536853118,1.53735183604141,0,31.4333539798272,3.31559851968845,4.83579619741733,0.706269354038803,TRUE
